Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
3456	-3809.13	-3955.67	146.5403	0.107489	0.113228	0.0682894	0.041819	0.0604202	0.024477	0.0324403	0.003776	0.0266509	0.0675097	0.025928	0.111717	0.0483141	0.0446467	0.129256	0.0505507	0.0915839	0.0554184	0.123003	0.0119356	0.0915149	0.0978411	0.0362643	0.01339	0.00385667	0.0898287	0.145043	0.0740818	0.0198875	0.0163278	0.0545588	0.0493201	0.0482849	0.0514094	0.0313908	0.0162509	0.0464007	0.164447	0.0336016	0.0233766	0.00687814	0.0368718	0.0203061	0.00564925	0.015109	0.01016	0.0552472	0.104508	0.000290972	0.0526508	0.0485183	0.0560232	0.0723602	0.0661045	0.0063982	0.0317981	0.0345235	0.0794723	0.0433132	0.329989	0.0171344	0.00128424	0.0180499	0.0242137	0.0220419	0.0139983	0.0578767	0.143851	0.165522	0.0748921	0.0136502	0.0239273	0.00422674	0.107517	0.260822	0.0131908	0.0117349	0.0235792	0.00859323	0.0216323	0.00949489	0.0167129	0.025852	0.0461268	0.00357004	0.0193064	0.00383106	0.0972709	0.0246139	0.9616397	1.03836	0.210579	0.467765	0.78896	1.26749	2.13782	4.7488	1.126464	1.079781	0.0228885	0.0241105	0.0145413	0.00890482	0.0128657	0.00521206	0.00690776	0.000804051	0.00567498	0.0143753	0.00552103	0.0237888	0.0102879	0.00950694	0.0275233	0.0107641	0.0195016	0.0118006	0.0261919	0.00254154	0.0194869	0.020834	0.00772201	0.00285124	0.000821229	0.0191279	0.0308851	0.0157748	0.0042348	0.00347679	0.0116176	0.0105021	0.0102817	0.010947	0.00668427	0.00346043	0.00988043	0.0350169	0.00715504	0.00497775	0.00146461	0.00785138	0.00432392	0.00120294	0.00321728	0.00216345	0.0117642	0.0222537	6.19588e-05	0.0112113	0.0103314	0.0119294	0.0154082	0.0140761	0.00136241	0.00677099	0.00735134	0.0169226	0.00922299	0.0702669	0.00364854	0.000273462	0.0038435	0.00515599	0.00469355	0.00298077	0.0123241	0.0306312	0.0352459	0.0159473	0.00290664	0.00509502	0.000900029	0.0228945	0.0555386	0.00280881	0.0024988	0.00502089	0.00182982	0.00460633	0.00202182	0.0035588	0.00550486	0.0098221	0.000760195	0.00411105	0.000815775	0.0207126	0.00524122	0.417857	0.582143	0.4178573	4.696221
3492	-3799.05	-3944.402	145.3513	0.301137	0.103064	0.0179757	0.0812683	0.0248463	0.0606985	0.00419742	0.0662883	0.0507655	0.0935171	0.0185695	0.114524	0.0923529	0.0359516	0.141161	0.0675309	0.0995339	0.0801491	0.209401	0.0166527	0.136091	0.13307	0.0579471	0.00413014	0.00328706	0.0308774	0.0873189	0.0877408	0.0538316	0.0143029	0.0562398	0.0193301	0.0505874	0.0712247	0.063353	0.0181899	0.0777511	0.262309	0.0275211	0.00076802	0.0194292	0.0222453	0.0330242	0.00552246	0.0272603	0.0209692	0.0275094	0.0458353	0.032851	0.0331166	0.00310181	0.0766264	0.00734709	0.337881	0.0350989	0.035355	0.0254116	0.129454	0.0577677	0.0624651	0.03167	0.104289	0.0160399	0.0307644	0.0175202	0.0189423	0.0367372	0.0111307	0.18832	0.0161275	0.0250942	0.124777	0.0217784	0.158391	0.00532669	0.0994213	0.0263796	0.178276	0.026033	0.0804779	0.0369583	0.0697431	0.0713486	0.0531911	0.00609648	0.0165812	0.0279044	0.0713219	0.0170992	1.085526	0.9144741	0.25103	0.509618	0.810337	1.23405	1.96225	3.98358	0.9994126	0.842425	0.0541471	0.0185318	0.00323219	0.0146127	0.00446758	0.0109141	0.000754733	0.0119192	0.00912807	0.0168152	0.00333896	0.0205923	0.0166058	0.00646442	0.0253821	0.0121426	0.0178971	0.0144115	0.0376521	0.0029943	0.0244703	0.0239271	0.0104194	0.000742636	0.000591041	0.00555202	0.0157007	0.0157765	0.00967939	0.00257179	0.0101124	0.00347572	0.00909605	0.0128068	0.0113914	0.00327071	0.0139803	0.0471655	0.00494853	0.000138097	0.00349354	0.00399989	0.00593803	0.000992987	0.00490164	0.00377044	0.00494644	0.00824159	0.0059069	0.00595466	0.000557732	0.0137781	0.00132107	0.0607538	0.00631109	0.00635714	0.00456922	0.023277	0.0103871	0.0112318	0.00569454	0.0187521	0.00288411	0.00553171	0.00315028	0.003406	0.00660567	0.00200139	0.0338615	0.00289986	0.00451216	0.0224359	0.00391594	0.0284801	0.000957784	0.0178768	0.00474329	0.0320556	0.00468096	0.0144706	0.00664543	0.0125404	0.0128291	0.00956422	0.0010962	0.00298145	0.00501746	0.0128243	0.00307459	0.422114	0.577886	0.4221143	5.561467
3528	-3800.554	-3945.977	145.4232	0.338233	0.0963349	0.0479419	0.0345179	0.0553948	0.0247995	0.00389242	0.0382872	0.0441127	0.0657432	0.0428124	0.0617875	0.0282773	0.0297762	0.160184	0.0535441	0.0886113	0.106465	0.136214	0.0642833	0.0613131	0.148667	0.0561449	0.00568321	0.00517335	0.0621971	0.117437	0.074449	0.0563949	0.0251414	0.051973	0.0448559	0.0752116	0.0922859	0.040167	0.0332357	0.0667226	0.176124	0.0224622	0.00257235	0.0322361	0.0205411	0.0412767	0.0365877	0.0210367	0.0248336	0.0148805	0.0659224	0.0362527	0.0417632	0.0407395	0.0346182	0.0537382	0.0664755	0.0742079	0.0551624	0.0123562	0.0899838	0.0354355	0.21652	0.0198553	0.00983228	0.0497027	0.0344323	0.0512529	0.000156636	0.0591504	0.231201	0.212468	0.0296748	0.025862	0.0581032	0.032647	0.0908152	0.233006	0.0142854	0.0205731	0.0188226	0.0340326	0.0120221	0.113739	0.0449605	0.00843849	0.072392	0.0373166	0.0226053	0.0227016	0.0160564	0.0343822	0.9430358	1.056964	0.250166	0.508762	0.809912	1.2347	1.96556	3.99734	1.001906	1.12081	0.0630505	0.0179579	0.00893692	0.00643454	0.0103262	0.00462291	0.000725591	0.00713717	0.00822311	0.0122553	0.00798072	0.0115179	0.00527121	0.00555063	0.0298601	0.00998123	0.0165182	0.0198463	0.0253919	0.0119831	0.0114295	0.0277132	0.0104661	0.00105942	0.000964371	0.0115943	0.0218916	0.0138782	0.0105127	0.00468665	0.00968837	0.00836166	0.0140203	0.0172031	0.00748759	0.00619552	0.0124379	0.0328316	0.0041872	0.000479516	0.00600919	0.00382909	0.00769445	0.00682037	0.00392148	0.00462927	0.00277389	0.0122887	0.00675791	0.00778513	0.00759431	0.00645322	0.0100174	0.0123918	0.0138332	0.0102829	0.00230334	0.016774	0.00660558	0.0403617	0.00370125	0.00183285	0.00926515	0.00641857	0.00955412	2.91987e-05	0.0110263	0.0430984	0.0396064	0.00553173	0.00482098	0.0108311	0.00608577	0.016929	0.0434351	0.00266295	0.00383506	0.00350875	0.00634407	0.00224105	0.0212022	0.00838116	0.00157303	0.0134947	0.00695624	0.00421389	0.00423184	0.0029931	0.00640924	0.388828	0.611172	0.3888277	5.364477
3564	-3797.973	-3943.221	145.2483	0.327768	0.0801763	0.0634411	0.0046386	0.0747683	0.033884	0.0289342	0.042104	0.0352676	0.0350434	0.0260407	0.0781146	0.0269087	0.0344634	0.234643	0.117779	0.0968784	0.067126	0.250024	0.0705455	0.0488741	0.180326	0.0412686	0.000457657	0.00834142	0.0429244	0.0898496	0.0370205	0.0672095	0.0320457	0.0715235	0.0127171	0.0781626	0.0943048	0.0704565	0.0261569	0.0909033	0.146943	0.0377982	0.0210634	0.00628912	0.0438205	0.0245545	0.0187249	0.0136141	0.00759044	0.0443504	0.100588	0.0492092	0.0741777	0.0609535	0.0345648	0.079971	0.0538229	0.0269174	0.0212601	0.0672229	0.148948	0.0417734	0.388258	0.0313177	0.00128442	0.0277725	0.0293681	0.0240334	0.000185059	0.0408691	0.0821382	0.236572	0.0390422	0.0169279	0.0427785	0.0579692	0.0839225	0.180544	0.0272134	0.0570046	0.0466022	0.0252996	0.00353588	0.0843202	0.0451891	0.0208407	0.043106	0.0245333	0.00846936	0.0129919	0.0360205	0.0159211	1.03785	0.9621501	0.258869	0.517318	0.814137	1.22829	1.93305	3.86296	0.9771797	0.927061	0.0587474	0.0143704	0.0113709	0.000831398	0.0134011	0.00607319	0.00518601	0.00754649	0.00632117	0.00628099	0.0046674	0.0140008	0.00482298	0.00617704	0.0420562	0.02111	0.017364	0.0120313	0.044813	0.0126442	0.00875993	0.0323206	0.00739677	8.2028e-05	0.00149507	0.00769354	0.0161042	0.00663535	0.0120463	0.0057437	0.0128195	0.00227934	0.0140094	0.0169027	0.0126282	0.00468823	0.016293	0.0263373	0.00677474	0.0037753	0.00112723	0.00785415	0.00440102	0.00335615	0.00244012	0.00136047	0.00794913	0.0180288	0.00881999	0.0132952	0.010925	0.00619522	0.0143336	0.00964693	0.00482453	0.00381055	0.0120487	0.0266967	0.00748724	0.0695892	0.00561322	0.000230213	0.00497779	0.00526378	0.00430761	3.31689e-05	0.00732515	0.014722	0.042402	0.00699771	0.00303406	0.00766738	0.0103901	0.0150418	0.0323597	0.00487758	0.0102172	0.00835273	0.00453457	0.000633753	0.0151131	0.00809945	0.00373537	0.0077261	0.00439721	0.001518	0.0023286	0.00645612	0.00285361	0.348666	0.651334	0.3486664	5.579278
3600	-3805.128	-3951.078	145.9499	0.178122	0.06332	0.0845292	0.0212785	0.0321217	0.0354435	0.0551979	0.0265851	0.0772007	0.0513938	0.0404099	0.125	0.0710245	0.102946	0.0919847	0.0929241	0.177784	0.0623357	0.214563	0.0260839	0.102826	0.130188	0.0435717	0.00061803	0.0186951	0.0493953	0.0943653	0.084393	0.066746	0.0227403	0.040279	0.0190346	0.125537	0.0571763	0.038824	0.04973	0.0594548	0.144347	0.0246886	0.0187359	0.0214458	0.0140262	0.0425068	0.0235217	0.0182786	0.0221147	0.0718707	0.0576364	0.0420863	0.0395329	0.0256717	0.0334964	0.069615	0.0840766	0.0227333	0.0329519	0.0195416	0.0610757	0.0359458	0.382143	0.00968321	0.0210985	0.0122913	0.0151148	0.0172019	0.00376886	0.0278369	0.134396	0.244953	0.0178732	0.0190407	0.0387021	0.0329702	0.0507847	0.275093	0.0511708	0.052079	0.0245268	0.0785914	0.0257521	0.0661113	0.029133	0.0175296	0.028131	0.0198779	0.0199738	0.0161637	0.0474143	0.015298	1.139422	0.8605778	0.296145	0.552397	0.830973	1.20341	1.81029	3.37673	0.8799078	0.7552756	0.0332664	0.0118257	0.0157868	0.003974	0.00599909	0.00661947	0.0103088	0.00496506	0.0144181	0.00959837	0.007547	0.0233452	0.0132646	0.0192263	0.0171792	0.0173546	0.0332031	0.0116419	0.0400722	0.00487147	0.0192039	0.0243142	0.0081375	0.000115424	0.00349152	0.00922513	0.0176238	0.0157613	0.0124656	0.00424702	0.00752257	0.00355492	0.0234454	0.0106783	0.00725082	0.00928763	0.0111039	0.0269584	0.00461089	0.00349915	0.00400525	0.00261956	0.00793862	0.00439295	0.00341373	0.00413018	0.0134227	0.0107643	0.00786009	0.00738321	0.00479447	0.00625583	0.0130014	0.0157023	0.00424571	0.00615414	0.00364962	0.0114066	0.00671328	0.0713695	0.00180845	0.00394039	0.00229555	0.00282287	0.00321265	0.000703878	0.00519885	0.0251	0.0457477	0.00333802	0.00355607	0.00722806	0.00615756	0.00948461	0.0513768	0.00955672	0.00972634	0.00458067	0.0146778	0.00480949	0.012347	0.00544092	0.00327386	0.00525378	0.00371242	0.00373033	0.00301876	0.00885516	0.00285708	0.362687	0.637313	0.3626867	5.354427
3636	-3808.105	-3951.716	143.611	0.229194	0.116719	0.126025	0.0327035	0.114018	0.0142744	0.0935137	0.00278182	0.0845193	0.0636877	0.0238252	0.164416	0.0929917	0.047806	0.154446	0.117577	0.157367	0.125324	0.163554	0.0182032	0.148592	0.153525	0.0394113	0.00151281	0.0213868	0.0948641	0.19915	0.0712023	0.0788761	0.0699902	0.0422467	0.0404256	0.0793078	0.0524517	0.0864625	0.00344343	0.082038	0.277073	0.0257123	0.00295452	0.0294082	0.0212593	0.0238266	0.00897917	0.031677	0.0201767	0.0795718	0.0465588	0.0611382	0.102743	0.0482754	0.0741185	0.0984322	0.0949054	0.0520392	0.0462178	0.0704984	0.12804	0.0352709	0.184146	0.0111821	0.00895947	0.0299499	0.042491	0.0200942	0.00515573	0.0671907	0.406394	0.272809	0.0284706	0.0396458	0.0233329	0.0405976	0.100419	0.194857	0.0250622	0.0747547	0.0396045	0.108605	0.00123555	0.00851367	0.0258625	0.039941	0.0889456	0.00863591	0.0323602	0.0018877	0.127668	0.00990161	1.084608	0.9153916	0.36454	0.611311	0.857665	1.16596	1.63583	2.74318	0.7296623	0.8439834	0.0344373	0.0175376	0.0189359	0.00491384	0.0171317	0.00214479	0.0140508	0.000417981	0.0126994	0.00956935	0.00357984	0.0247043	0.0139724	0.00718306	0.0232063	0.0176664	0.023645	0.0188305	0.0245746	0.00273511	0.0223265	0.0230679	0.00592172	0.000227306	0.00321346	0.0142537	0.0299231	0.0106985	0.0118515	0.0105163	0.00634776	0.00607412	0.0119163	0.00788109	0.0129914	0.00051739	0.0123266	0.0416315	0.00386339	0.000443929	0.00441871	0.0031943	0.00358005	0.00134916	0.0047596	0.00303163	0.011956	0.00699566	0.00918628	0.0154376	0.00725359	0.0111366	0.0147899	0.01426	0.00781911	0.00694442	0.0105927	0.0192386	0.00529961	0.0276687	0.00168016	0.0013462	0.0045001	0.00638446	0.00301924	0.000774671	0.0100957	0.0610625	0.0409907	0.00427783	0.00595696	0.00350587	0.00609996	0.0150883	0.0292781	0.0037657	0.0112322	0.00595075	0.0163183	0.000185646	0.00127922	0.00388596	0.00600131	0.0133645	0.00129758	0.00486226	0.000283634	0.0191827	0.00148776	0.308951	0.691049	0.3089514	6.655383
3672	-3806.345	-3952.454	146.1086	0.328813	0.0867924	0.0594681	0.0197998	0.100746	0.00950224	0.0363495	0.0138753	0.0484331	0.0500259	0.03742	0.0844213	0.0861924	0.0515827	0.0494462	0.0357004	0.0855471	0.0944504	0.108253	0.0630388	0.0937137	0.147504	0.0390256	0.000728575	0.0013304	0.082787	0.0993189	0.0342861	0.0364915	0.0428916	0.086745	0.0296814	0.0583182	0.0431225	0.124631	0.0231421	0.0568647	0.122866	0.025495	0.00117223	0.0169206	0.00945079	0.0145045	0.00220529	0.0152653	0.0338977	0.0218852	0.0276074	0.0818	0.0898629	0.0572861	0.0467277	0.0710023	0.0602083	0.0162512	0.0374697	0.0582823	0.11617	0.0164581	0.248312	0.148921	0.0267907	0.0431449	0.00568305	0.0401782	0.00716969	0.0148322	0.0646189	0.251743	0.047719	0.0109553	0.0339928	0.0377696	0.0717518	0.130162	0.0276312	0.0308147	0.0148474	0.0773757	0.00313914	0.00202469	0.0353029	0.0344745	0.110179	0.0416814	0.0176255	0.00252806	0.0874777	0.0257883	1.049607	0.9503929	0.240462	0.49904	0.805052	1.24216	2.00385	4.15865	1.030512	0.905475	0.064627	0.0170587	0.0116882	0.00389158	0.0198013	0.00186763	0.00714435	0.00272715	0.00951934	0.00983241	0.00735475	0.0165927	0.0169408	0.0101384	0.00971846	0.00701678	0.016814	0.0185639	0.0212766	0.01239	0.0184191	0.0289913	0.00767034	0.000143199	0.000261484	0.0162715	0.0195208	0.00673881	0.00717228	0.00843018	0.0170494	0.00583376	0.0114622	0.00847557	0.0244957	0.0045485	0.0111765	0.0241488	0.00501095	0.000230397	0.00332568	0.00185752	0.00285081	0.000433442	0.00300033	0.00666247	0.00430145	0.00542614	0.0160775	0.0176622	0.0112594	0.00918415	0.0139552	0.0118337	0.00319412	0.00736453	0.0114552	0.0228329	0.00323478	0.0488047	0.0292698	0.00526562	0.00847996	0.00111698	0.00789687	0.00140917	0.0029152	0.0127006	0.0494791	0.00937898	0.00215321	0.00668115	0.00742347	0.0141025	0.0255829	0.00543081	0.00605651	0.0029182	0.0152079	0.000616986	0.000397945	0.00693865	0.00677584	0.0216552	0.00819233	0.00346422	0.000496881	0.0171934	0.0050686	0.455829	0.544171	0.4558291	5.087862
3708	-3804.054	-3949.763	145.7098	0.141382	0.134673	0.0341806	0.0262103	0.12277	0.00605157	0.0536011	0.0147025	0.064056	0.0656347	0.027033	0.130114	0.0437466	0.0401876	0.112207	0.08439	0.168639	0.153335	0.213135	0.0445235	0.0981736	0.119031	0.0747041	0.00197488	0.000383911	0.0440289	0.122091	0.0425427	0.04113	0.0420832	0.0693529	0.0421243	0.0347983	0.0730685	0.0580866	0.0174288	0.0837931	0.12812	0.0403273	0.0122387	0.0101842	0.0221144	0.00592276	0.0105328	0.0290053	0.0162278	0.0248648	0.0593173	0.037703	0.0775585	0.00947467	0.0351549	0.0698074	0.0761311	0.0108738	0.0804703	0.0556273	0.101758	0.042539	0.214456	0.0484408	0.0147137	0.0265312	0.0107681	0.0722442	0.0129098	0.0820944	0.160768	0.279256	0.00516711	0.0231539	0.0313956	0.0557375	0.0819885	0.139032	0.00663917	0.0617274	0.047537	0.0764782	0.0529395	0.00270236	0.0333209	0.0209474	0.0439688	0.04247	0.0147174	0.0148087	0.0786253	0.00355423	1.051801	0.9481989	0.272267	0.530207	0.820412	1.2189	1.88606	3.67287	0.9406934	0.9015001	0.0263752	0.0251235	0.00637648	0.00488961	0.022903	0.00112894	0.00999944	0.0027428	0.0119498	0.0122443	0.00504308	0.024273	0.00816105	0.0074971	0.0209326	0.0157432	0.03146	0.0286051	0.0397609	0.00830597	0.0183145	0.0222056	0.0139363	0.000368419	7.16196e-05	0.00821371	0.0227764	0.00793645	0.00767292	0.00785074	0.012938	0.0078584	0.00649172	0.0136311	0.0108362	0.00325139	0.0156318	0.0239012	0.00752317	0.00228316	0.00189989	0.0041255	0.00110491	0.00196492	0.00541103	0.00302734	0.0046386	0.0110658	0.00703359	0.0144687	0.00176752	0.00655824	0.0130228	0.0142025	0.00202854	0.015012	0.0103774	0.0189832	0.00793577	0.0400074	0.00903677	0.00274489	0.00494946	0.00200882	0.0134773	0.00240835	0.0153149	0.0299917	0.052096	0.000963938	0.00431942	0.00585693	0.010398	0.0152952	0.0259368	0.00123855	0.0115154	0.00886815	0.0142672	0.00987601	0.000504132	0.0062161	0.00390779	0.0082025	0.0079229	0.00274557	0.00276261	0.0146678	0.000663051	0.434303	0.565697	0.434303	5.360415
3744	-3810.421	-3955.95	145.5295	0.241778	0.0655785	0.0280633	0.10063	0.00979055	0.0617646	0.0103193	0.0445274	0.0244554	0.0521882	0.0316755	0.135459	0.0412229	0.103173	0.101465	0.0631679	0.12519	0.121066	0.179398	0.0698411	0.0598399	0.117005	0.044205	0.0107495	0.00421701	0.121241	0.114951	0.0424749	0.0772244	0.0484744	0.0688505	0.033584	0.0950371	0.0588568	0.0686907	0.0600423	0.0660942	0.178815	0.0298402	0.0219648	0.0179804	0.026437	0.018139	0.00644565	0.0178765	0.0223331	0.0048678	0.0499576	0.00395024	0.0527561	0.033795	0.203331	0.0496627	0.170239	0.0540848	0.0214622	0.0729105	0.0249444	0.03424	0.0200419	0.0426894	0.0956691	0.00640562	0.0222085	0.0383945	0.00642132	0.0473356	0.00539515	0.330438	0.131537	0.0500388	0.0504874	0.049716	0.0927003	0.0220171	0.0962982	0.0305286	0.126001	0.0427443	0.0229464	0.00337059	0.0170974	0.0881077	0.0409106	0.0207292	0.0215429	0.0471852	0.107631	0.0195245	1.085723	0.9142766	0.285216	0.542359	0.826233	1.21031	1.8438	3.50611	0.9070949	0.8420899	0.0438445	0.0118921	0.00508905	0.0182484	0.00177544	0.0112005	0.00187132	0.00807469	0.0044348	0.00946391	0.00574411	0.0245645	0.00747545	0.0187096	0.0183998	0.011455	0.0227023	0.0219544	0.0325324	0.0126651	0.0108515	0.0212179	0.00801623	0.00194933	0.000764722	0.021986	0.0208455	0.00770248	0.014004	0.00879044	0.0124855	0.00609019	0.0172342	0.0106732	0.0124565	0.0108882	0.0119857	0.0324266	0.00541129	0.00398314	0.00326061	0.00479415	0.00328937	0.00116887	0.00324176	0.00404993	0.000882737	0.00905942	0.000716344	0.00956691	0.00612846	0.0368725	0.00900594	0.0308716	0.00980785	0.00389199	0.0132218	0.00452348	0.00620915	0.00363444	0.00774138	0.0173488	0.00116161	0.00402733	0.00696255	0.00116446	0.00858395	0.000978367	0.0599223	0.0238532	0.00907415	0.00915549	0.00901561	0.0168105	0.00399263	0.0174629	0.00553612	0.0228494	0.00775135	0.00416114	0.00061123	0.00310048	0.0159776	0.00741882	0.00375908	0.00390664	0.00855665	0.0195181	0.00354062	0.417512	0.582488	0.417512	5.514439
3780	-3784.716	-3930.296	145.5806	0.279357	0.0986132	0.0237043	0.0687789	0.0519401	0.0422429	0.00867845	0.0325823	0.0540909	0.0536333	0.0419451	0.171692	0.0236384	0.011518	0.102123	0.0935392	0.113382	0.100348	0.183719	0.0476914	0.0781797	0.133863	0.0628456	0.00916151	0.0177189	0.0543453	0.0908814	0.0651677	0.0653679	0.0681607	0.0479839	0.0409345	0.0826137	0.0753177	0.0642312	0.0322711	0.0629705	0.182901	0.0307726	0.0011498	0.0206183	0.0172118	0.0286682	0.00596629	0.0116652	0.00627517	0.159088	0.0542895	0.0453235	0.0389811	0.0725277	0.276872	0.0406717	0.0536894	0.0298865	0.0153101	0.027483	0.0739786	0.00995481	0.0988604	0.0345956	0.0250729	0.296741	0.011811	0.0345925	0.0565634	0.013047	0.0247879	0.137663	0.113741	0.0769478	0.0041303	0.0751883	0.00735595	0.170161	0.020636	0.0489282	0.0442037	0.0344837	0.0012401	0.0211676	0.0220323	0.0604921	0.00485963	0.0254271	0.0577567	0.0154068	0.0933089	0.0735652	1.120694	0.8793055	0.315455	0.56968	0.838999	1.1919	1.75537	3.17002	0.8342319	0.7846077	0.0502144	0.0177257	0.00426084	0.012363	0.00933622	0.00759316	0.00155995	0.00585668	0.00972284	0.00964059	0.00753963	0.0308615	0.004249	0.00207037	0.0183566	0.0168137	0.0203804	0.0180376	0.0330235	0.00857254	0.0140528	0.0240619	0.0112965	0.00164678	0.00318497	0.00976858	0.0163359	0.0117139	0.0117499	0.0122519	0.00862511	0.00735797	0.0148498	0.0135384	0.0115456	0.00580072	0.0113189	0.0328765	0.00553137	0.000206677	0.00370613	0.00309382	0.00515311	0.00107244	0.00209681	0.00112796	0.0285961	0.00975854	0.0081469	0.00700686	0.0130369	0.0497678	0.00731074	0.00965066	0.00537209	0.00275199	0.00494006	0.0132977	0.00178938	0.0177702	0.00621857	0.00450686	0.0533392	0.00212304	0.006218	0.0101673	0.0023452	0.00445563	0.0247449	0.0204449	0.0138314	0.000742421	0.0135151	0.00132223	0.0305864	0.00370932	0.00879484	0.00794562	0.00619845	0.000222907	0.00380488	0.00396031	0.0108734	0.000873518	0.00457052	0.0103818	0.00276938	0.0167723	0.0132234	0.361928	0.638072	0.3619276	5.563283
